,Model-0,Model-1,Model-2,Ave,Insample,SalvaBench,CRPS,CRPS-LR,CRPS-MLP,SalvaBench-LR,SalvaBench-MLP
0,0.10000000562219853,0.07999999978489962,0.16744005421711738,0.10000000001935744,0.09999997417444284,0.0999999992546404,0.09999999882712916,0.09999999992080899,0.10000000562201625,0.09999999734979823,0.09999972336032192
1,0.11000000122794032,0.047999981891127766,0.16744005421711738,0.0907860783570836,0.09000000001448853,0.1099968651319288,0.09000000452355911,0.10784179996980758,0.11000000122794026,0.10000001014546303,0.0999999503644396
2,0.11000000696533647,0.047999981891127766,0.16744005421711738,0.09993338197964884,0.09000000015585859,0.11000000028207238,0.09999999999365407,0.1099999998352582,0.11000000696533811,0.10999999998561596,0.10000000012621763
3,0.1300001547214165,0.2127272702227918,0.16744005421711738,0.170000147673778,0.16999999827589257,0.13980163385235403,0.15029249937459158,0.1400000005912699,0.1300001547216746,0.1414961689604635,0.14999999904380415
4,0.2056000000631287,0.2127272702227918,0.16744005421711738,0.19431035451707024,0.20000000180487845,0.2060343645110111,0.20015842411957627,0.20430818951567112,0.2056000000869208,0.20526270839048147,0.20624053823236368
5,0.25100090561070454,0.2516712904845833,0.16744005421711738,0.24215457006695257,0.2500000000011605,0.2510406497761939,0.2500000000109421,0.2500000000270141,0.2510009056195777,0.2500000001049836,0.25000003411248006
6,0.22999998089625695,0.10812498788561892,0.16744005421711738,0.168688347609936,0.1734515017775873,0.21777161558153632,0.1899999984077155,0.200000240402978,0.22999985743081844,0.19606603455711338,0.19000000019288832
7,0.18340000152402844,0.10812498788561892,0.16744005421711738,0.14999999207863896,0.1482618179300048,0.18000000036036515,0.1600000037418253,0.17999999982402395,0.18339999293571652,0.17506421549696885,0.16740061912413798
8,0.2099999999025607,0.26636362514615486,0.16744005421711738,0.21575473992991367,0.22977624710976072,0.21226120540440557,0.22538689117300287,0.21411584392122734,0.2100000071922242,0.22136527713559676,0.22796075696215728
9,0.27999944422705,0.26636362514615486,0.16744005421711738,0.23000000021971215,0.24999929267715146,0.27990062179854597,0.2600000002180607,0.2721164896948025,0.2799983375503352,0.2713490206097003,0.27499352006202993
10,0.23980000680523483,0.28642646836529506,0.16744005421711738,0.2300000000090996,0.23343493657540382,0.24264174357810792,0.2390032612482008,0.2400394191386613,0.23980000804595836,0.24388722618617198,0.24805804988802513
11,0.124400003015217,0.16999999994074225,0.16744005421711738,0.16000000236668793,0.1580362279161607,0.1309763218991578,0.14999999993411517,0.13731408059534267,0.1244000149948105,0.14000000002131674,0.14073901529995048
12,0.09999999175527582,0.08428667377915096,0.16744005421711738,0.10880703852908162,0.10000000016111456,0.09999999995752158,0.10000000012927063,0.09999999999482531,0.10000000011520713,0.09999999999594579,0.099999998406838
13,0.08000000001248429,0.03000000253474631,0.16744005421711738,0.08999995887848959,0.07999999933728855,0.08000000008396994,0.08000000000709455,0.07999999999833057,0.07999999997115231,0.07999999990401047,0.07999999628403401
14,0.030000000185410523,0.05000000574611438,0.16744005421711738,0.0700000000824765,0.050000000241882205,0.030000000179466826,0.049999997978737686,0.03999975370041023,0.02999999999693053,0.04000000281725973,0.040000008253651964
15,0.050000192465518734,0.05000000574611438,0.16744005421711738,0.08032313739421561,0.06999999994273381,0.050000012502636734,0.06000000027027722,0.056035865355907946,0.05000002341516724,0.05415287057657019,0.0500000140993027
16,0.07000000059820508,0.14999999366900424,0.16744005421711738,0.12000000006338804,0.113831801643076,0.07000000028883265,0.08026357828649089,0.08000000038518572,0.07000000595750262,0.08000000000617948,0.08000000017536046
17,0.036600036643448075,1.621298582351967e-09,0.16744005421711738,0.030000002502769327,0.019999968793265932,0.030000000383812297,0.020000000194611206,0.02000000524300048,0.03659902037388532,0.02000000003614775,0.019997852990044702
18,0.02999997826131815,1.621298582351967e-09,0.16744005421711738,0.029999999672603674,0.010000013182881757,0.020464005833778644,0.01000000008874871,0.010000000323446036,0.02999999325654798,0.010000000106874676,0.009999998882576855
19,0.030000000168896708,1.621298582351967e-09,0.16744005421711738,0.030000007143908044,0.01439811964091064,0.029844604329608986,0.01899088964863352,0.019999999734150946,0.030000000045255156,0.012751769380881834,0.010000000268404408
20,0.06000002879271109,0.10400187948954533,0.16744005421711738,0.11000000629194362,0.10000001681217957,0.06347503935319422,0.09598192492054931,0.08228046291630786,0.060000000265326044,0.09000001549337369,0.08045468531676604
21,0.030000007957230686,0.10400187948954533,0.16744005421711738,0.10000000053152205,0.09000000363529384,0.03797489880581121,0.06000004902887432,0.05469834428020168,0.030000000042519785,0.06000000005574593,0.05984002533695487
22,0.04140441187732745,0.030000000038244986,0.16744005421711738,0.05999884663019608,0.04770225566217795,0.04000000182406044,0.040000018419641244,0.040000000176087666,0.04139998684192781,0.037555692113033716,0.03000000091517743
23,0.00560013036381419,0.01200000101122695,0.16744005421711738,0.04751084605237208,0.026739739809163426,0.005990076218967338,0.019999999939938125,0.010000000380279102,0.005600923126414924,0.010000000555964825,0.009999937942315585
24,4.756664507041406e-09,0.02000000293509892,0.16744005421711738,0.044451618583574264,0.020655221677945073,4.5208051310885116e-10,0.019876771741069166,2.7895504262398923e-10,9.657273747556765e-09,0.0008451144589192013,2.3078728762667364e-09
25,0.01180001235270424,0.10400187948954533,0.16744005421711738,0.08854239038804836,0.06289459711757818,0.020000009673165745,0.04999999693334088,0.0200000002034418,0.011800036968868412,0.02456709413451437,0.029999999806383612
26,0.02000000011797663,1.621298582351967e-09,0.16744005421711738,0.02273832771230762,0.010000003837316371,0.019999987409313327,0.010000001230445813,0.019897022809498927,0.020000000117975397,0.012775262752543927,0.010000000111233576
27,0.01999999990087362,1.621298582351967e-09,0.16744005421711738,0.020000000107033213,0.01000000048281947,0.012768720690066616,0.010000016242009484,0.011345194904557232,0.019999999901500684,0.010000001015680743,0.009999988119948934
28,0.01999999823556726,0.10400187948954533,0.16744005421711738,0.09000000003146119,0.07000001236262587,0.020000000203301407,0.05219113633483503,0.030000002085153236,0.019999888424126123,0.030000000459883488,0.03000000221811355
29,0.05999999999340199,0.10400187948954533,0.16744005421711738,0.10999999992806174,0.10000000536767946,0.060000005345612256,0.08477648395292343,0.06615516845832842,0.05999998726347629,0.06767324320271502,0.0699999986705911
30,0.06879997801974726,0.10400187948954533,0.16744005421711738,0.11000000001182166,0.1026363868230381,0.06999999986643782,0.0999999999929858,0.08452110900118119,0.06880002816477011,0.08796996929660289,0.0872711225208028
31,0.0999996002099077,0.10400187948954533,0.16744005421711738,0.11000000030502873,0.10999999999768605,0.10000000233929474,0.10850800817539208,0.10191783998005795,0.0999988779525089,0.10379795732106953,0.10000000013767024
32,0.10999999574365399,0.14999960084492683,0.16744005421711738,0.13904497669085072,0.12817393412763076,0.11000000041103257,0.11538063119233422,0.1100000055295169,0.10999999620955894,0.11000000133200355,0.11000000054258016
33,8.21666644285988e-11,9.683046516907682e-11,0.16744005421711738,0.01999999997316045,2.4997967925793997e-09,4.869005166914255e-10,3.9791453048492045e-09,2.9354175451750185e-09,9.482567917904032e-10,3.540501710633003e-12,1.1707370654479362e-09
34,0.007600029225410183,1.936926894240895e-09,0.16744005421711738,0.010000000446956425,1.9246660384515819e-10,3.512925146965013e-10,3.94861821076142e-12,4.186499396401512e-09,0.007599056375043579,3.7390483569072254e-10,4.920171715241462e-12
35,0.009999981451077396,1.936926894240895e-09,0.16744005421711738,0.010000008715816508,3.7412417821946473e-10,2.2282948240123847e-09,2.5906535291932654e-12,3.1268067623199744e-09,0.009999971029264029,3.742197845526216e-10,2.4186948978652755e-12
36,4.172135603735471e-10,0.009412118476056507,0.16744005421711738,0.03999999991760643,0.029999985892068873,6.113997053671065e-10,0.01937653545197397,0.009942137470275485,1.047932758953765e-11,0.010000001028714648,0.0040315032442769395
