,Model-0,Model-1,Model-2,Model-3,Model-4,Model-5,Model-6,Model-7,Model-8,Ave,Insample,SalvaBench,CRPS,DF_0,DF_0.1,DF_1,CRPS-LR,CRPS-MLP,SalvaBench-LR,SalvaBench-MLP,DF-LR_1,DF-MLP_1
0,0.07999999978489962,0.006086964404927844,0.09599997539257675,1.6501207939606984e-10,3.812402209490396e-11,0.0500000078386401,0.059999999696819906,0.020000000737649463,5.989379226723549e-11,0.020000000116314184,3.707219522846265e-08,1.3925058939829998e-10,2.0980830730283683e-11,1.5676064261796557e-11,3.742852494219692e-11,2.2537916073392704e-11,9.248962518196758e-12,2.918406053631867e-10,1.4125923939686571e-11,0.013831979458393666,2.2458257684498423e-10,1.282684501812989e-12
1,0.047999981891127766,0.030000012005885104,0.0700028334262253,0.05000000499220302,0.08818181846408085,0.12999997094347254,0.1300000000053149,0.0010000245368275982,2.7622460713407685e-09,0.050000000010802646,0.050000000437212797,0.05737846749471258,0.05160381758441218,0.051519648301694594,0.0500000134328716,0.05000000010321465,0.06232285019225133,0.052706057804316794,0.08411810771151228,0.06907757419618096,0.050000000386063746,0.04999999999719517
2,0.047999981891127766,0.030000028023757418,0.0700028334262253,0.07000000198461587,0.09999999257457004,0.16999986222153649,0.2000000059508783,0.0010000245368275982,0.04000000001641985,0.06999999997913262,0.07447209917461824,0.08609895912076747,0.08000001251573524,0.0800000185944765,0.08000001398576703,0.0800000000383894,0.09999999536306056,0.07999999824501955,0.09999999999876463,0.08000000002655067,0.08000000000608239,0.07004765422422007
3,0.2127272702227918,0.0900000058586568,0.18444457488984028,0.13999995776937507,0.20499985434698867,0.16999986222153649,0.2000000059508783,0.06375003341866078,0.05999999527555376,0.1426553872259424,0.1490653450574077,0.17000000582054373,0.1642761206677278,0.16000124532896803,0.1599999975455114,0.1600000340535202,0.17000000003283602,0.15044469155763573,0.20095928510205416,0.1237440533577804,0.15613511545912773,0.1399999945508818
4,0.2127272702227918,0.11000000031375017,0.36999986240509786,0.2799999987173196,0.35133389493899564,0.16999986222153649,0.2000000059508783,0.06375003341866078,0.09571228963504191,0.17884998083758533,0.2026974969251376,0.31958852120949693,0.27999999544633175,0.27999999988979185,0.27692320078428967,0.2800000005448666,0.315078182805657,0.2800000035363755,0.35000000007643045,0.14000000037780888,0.2800000028108899,0.24060657593961404
5,0.25167129048458325,0.23000000026676876,0.4099975549869883,0.2754546878196004,0.347333295382378,0.22000000126086341,0.1800000000148635,0.21588235302471484,0.1566667152095014,0.2599999634002957,0.2699999767120346,0.32893864771043435,0.30192919962591197,0.3014498909214979,0.30000000669018917,0.30331328045876704,0.3217444138226985,0.30999093281560713,0.34000000059388064,0.24892509880875366,0.3008473131501486,0.2833139183251506
6,0.10812498788561888,0.4700000011681469,0.4099975549869883,0.2100000015003525,0.347333295382378,0.14833333856774084,0.02999998629368156,0.1587500002031702,0.33416666637413184,0.25314092962246565,0.2627190752848705,0.3105511779254749,0.2999997537825993,0.2833987105731154,0.2927369371347463,0.30000000027554224,0.29999998441377046,0.27999999994334657,0.330000002840889,0.3499959765054913,0.28456397696687996,0.27090397937680916
7,0.10812498788561888,0.4700000011681469,0.5348000540558875,0.3371428734520386,0.3657142925743808,0.14833333856774084,0.02999998629368156,0.1587500002031702,0.457777689637064,0.2899999824684328,0.30200175152920056,0.3634469217578656,0.3564537484297122,0.3586301228400437,0.35999999998652366,0.36723445601697313,0.36010068700608155,0.3280271048778354,0.36678974839080847,0.41169585661441555,0.3600000016297876,0.34472738861388236
8,0.26636362514615486,0.3437500795519447,0.5299999989059745,0.3371428734520386,0.3657142925743808,0.14833333856774084,0.02999998629368156,0.3353333309363258,0.4199999524563255,0.29400717900280093,0.3080920310666897,0.36704190322989505,0.35273800991504695,0.35235929814593964,0.3555268448880242,0.3600000132847933,0.36000000010350014,0.33999999895788025,0.36613911682163264,0.38999999997955487,0.3563155642860413,0.3400000000131106
9,0.26636362514615486,0.14992866398538748,0.7700000648361419,0.5068187201870817,0.45636362486155624,0.16307692594387538,0.16000003051474826,0.16714285087395866,0.4199999524563255,0.3121252811729756,0.34601765818167457,0.4613510190778604,0.4384498575210583,0.45209963526342206,0.44729279159749924,0.46000000012553344,0.47000038817022016,0.3599999999672584,0.4723454737645382,0.3928808502976541,0.4397117326542763,0.4200000000932628
