,Model-0,Model-1,Model-2,Model-3,Model-4,Model-5,Model-6,Model-7,Model-8,Ave,Insample,SalvaBench,CRPS,DF_0,DF_0.1,DF_1,CRPS-LR,CRPS-MLP,SalvaBench-LR,SalvaBench-MLP,DF-LR_1,DF-MLP_1
0,0.07999999978489962,0.006086964404927844,0.09599997539257675,3.812402209490396e-11,1.936926894240895e-09,0.0500000078386401,0.059999999696819906,0.020000000737649463,5.989379226723549e-11,0.019999917059893266,0.0025832794159042563,6.001604240201308e-10,1.213910932905594e-08,6.059880834593558e-12,1.3261258006103943e-08,7.385020304753563e-10,2.0556846051196167e-09,1.4748303175273042e-11,3.3869258448803934e-11,2.368762485372671e-10,7.919180355242409e-13,1.1580982929504287e-11
1,0.047999981891127766,0.030000012005885104,0.0700028334262253,0.08818181846408085,0.1300000301057803,0.12999997094347254,0.1300000000053149,0.0010000245368275982,2.7622460713407685e-09,0.05000000956865443,0.054587317118889776,0.05000001440272397,0.06593239551326889,0.05008065295223679,0.05337655183074927,0.060000000057492474,0.06717986674616416,0.059994137607512564,0.07912309324932343,0.12169230123949792,0.06000000733882849,0.055829892641708616
2,0.047999981891127766,0.030000028023757418,0.0700028334262253,0.09999999257457004,0.16000000027867875,0.16999986222153649,0.2000000059508783,0.0010000245368275982,0.04000000001641985,0.08339853458174536,0.09613574919543487,0.10000001378868692,0.11740556415945932,0.10000000256357601,0.10142595418041334,0.10895287882649952,0.11999999998784572,0.11999999996370232,0.11999999251113642,0.15999999688635644,0.11999999839494663,0.11498561414031773
3,0.2127272702227918,0.0900000058586568,0.18444457488984028,0.20499985434698867,0.30000000047044983,0.16999986222153649,0.2000000059508783,0.06375003341866078,0.05999999527555376,0.1578221484273506,0.16000018214526487,0.18968265638698384,0.20000000294728956,0.17999997855238703,0.18374441669658118,0.19243800111802134,0.21785295130184243,0.22000001467155963,0.2099964249529759,0.27000007932951525,0.2099999996377081,0.2099999865474898
4,0.2127272702227918,0.11000000031375017,0.36999986240509786,0.35133389493899564,0.3662499999469307,0.16999986222153649,0.2000000059508783,0.06375003341866078,0.09571228963504191,0.18125855575558047,0.20560310899478637,0.25854504755908564,0.2688116924356907,0.23808347752377756,0.24000000351092943,0.259884580429702,0.3100000000166152,0.3100000014894494,0.30429565582892765,0.3600000016854644,0.2910368648789477,0.300000000573643
5,0.25167129048458325,0.23000000026676876,0.4099975549869883,0.347333295382378,0.2260002670449796,0.22000000126086341,0.1800000000148635,0.21588235302471484,0.1566667152095014,0.2500000000665874,0.2544718994494889,0.2656148689715592,0.27791029515252696,0.2600000000303946,0.2600058293103874,0.2689560200432874,0.2855335953687427,0.27828107848920586,0.2986955394751539,0.27404745883058845,0.2653003245648551,0.2779173356056469
6,0.10812498788561888,0.4700000011681469,0.4099975549869883,0.347333295382378,0.43999995409015935,0.14833333856774084,0.02999998629368156,0.1587500002031702,0.33416666637413184,0.2800000076266145,0.2950240244040483,0.35018403712431034,0.3500000025894978,0.3399999977751882,0.35000000004417786,0.35000000199215947,0.3600000000294602,0.40077616505639013,0.34787434469458,0.41974136040898213,0.36000000568570917,0.38999999997516005
7,0.10812498788561888,0.4700000011681469,0.5348000540558875,0.3657142925743808,0.43999995409015935,0.14833333856774084,0.02999998629368156,0.1587500002031702,0.457777689637064,0.3019651938728548,0.3107629371285819,0.3600000000536503,0.36000000778755664,0.3600000000615628,0.36000000455795084,0.3600000101079005,0.371119472213175,0.41000000017453386,0.36000000283197814,0.41959434174024257,0.3785316170640935,0.4091559354614396
8,0.26636362514615486,0.3437500795519447,0.5299999989059745,0.3657142925743808,0.43999995409015935,0.14833333856774084,0.02999998629368156,0.3353333309363258,0.4199999524563255,0.3111468495186605,0.3200000019896253,0.3841138100904224,0.36000000004804633,0.3600000000244024,0.36000310423371834,0.36000000798123294,0.3710664670979033,0.389999999944638,0.360000000016299,0.4174080575871459,0.37583012002823507,0.38999999607758734
9,0.26636362514615486,0.14992866398538748,0.7700000648361419,0.45636362486155624,0.17999977728156927,0.16307692594387538,0.16000003051474826,0.16714285087395866,0.4199999524563255,0.2603827767365538,0.25999999720176187,0.22878389926731518,0.2621123728180381,0.2600000173949718,0.2567783793217932,0.25550251879866304,0.23308423915051832,0.22670948269749205,0.29000004660929535,0.2900000019138758,0.239768129141947,0.21999999680831994
