,Model-0,Model-1,Model-2,Model-3,Model-4,Model-5,Model-6,Model-7,Model-8,Ave,Insample,SalvaBench,CRPS,DF_0,DF_0.1,DF_1,CRPS-LR,CRPS-MLP,SalvaBench-LR,SalvaBench-MLP,DF-LR_1,DF-MLP_1
0,0.006086964404927844,0.09599997539257675,1.6501207939606984e-10,3.812402209490396e-11,1.936926894240895e-09,0.0500000078386401,0.059999999696819906,0.020000000737649463,5.989379226723549e-11,4.2494777044957355e-10,0.025542503768415697,0.05000000028892569,0.050000000002078694,0.04000000104346417,0.04007404194556511,0.04999999624562765,0.05000000001744449,0.05000000209902719,0.050000000099734855,0.05000000197034737,0.05000000003211586,0.050000000999572275
1,0.030000012005885104,0.0700028334262253,0.05000000499220302,0.08818181846408085,0.1300000301057803,0.12999997094347254,0.1300000000053149,0.0010000245368275982,2.7622460713407685e-09,0.05237096608587581,0.07836805891693079,0.11309322714958725,0.10000336292917796,0.09000000014470427,0.10000000018431963,0.10213149559315213,0.11000001303985618,0.11000756950120619,0.12174454098765289,0.11997560198260578,0.11000000076820073,0.11999999134879691
2,0.030000028023757418,0.0700028334262253,0.07000000198461587,0.09999999257457004,0.16000000027867875,0.16999986222153649,0.2000000059508783,0.0010000245368275982,0.04000000001641985,0.08895407675777094,0.11543264415661512,0.1600000036976993,0.1500000706129275,0.13674605465745168,0.14999999987340407,0.15830451712459317,0.16000000050655436,0.16000000001248674,0.16000000059453554,0.16000000036752862,0.16000000035228534,0.16000000055899444
3,0.0900000058586568,0.18444457488984028,0.13999995776937507,0.20499985434698867,0.30000000047044983,0.16999986222153649,0.2000000059508783,0.06375003341866078,0.05999999527555376,0.14999999998020083,0.15924503527816591,0.16000000137696135,0.16000000001399187,0.1599999977201472,0.15999999996323713,0.16000000004229567,0.1600000029328581,0.16000000048899463,0.169527053636967,0.160000152180225,0.16000000000660858,0.16000000556993565
4,0.11000000031375017,0.36999986240509786,0.2799999987173196,0.35133389493899564,0.3662499999469307,0.16999986222153649,0.2000000059508783,0.06375003341866078,0.09571228963504191,0.19653943829443857,0.17433199617124287,0.16000000002804515,0.16306286608001624,0.16000001094891855,0.16000000012608026,0.16000000001487963,0.16000000027239322,0.160000002297321,0.16999999943758898,0.16999999999376983,0.16131083449974915,0.16000000878792137
5,0.23000000026676876,0.4099975549869883,0.2754546878196004,0.347333295382378,0.2260002670449796,0.22000000126086341,0.1800000000148635,0.21588235302471484,0.1566667152095014,0.2589886111190532,0.23003954584720354,0.22000000004056056,0.21999999328849673,0.22000000072275785,0.22000000003607942,0.21999999999928563,0.22000000000108755,0.22000000013363671,0.2371293136696307,0.22000000098974032,0.21999999994552,0.21000011385999548
6,0.4700000011681469,0.4099975549869883,0.2100000015003525,0.347333295382378,0.43999995409015935,0.14833333856774084,0.02999998629368156,0.1587500002031702,0.33416666637413184,0.2896754591840157,0.2360430420745961,0.1523665687108045,0.13288320981364635,0.19264477136620586,0.16614786602337664,0.12747669455932176,0.11928070549829882,0.10856936625654516,0.20197444141638488,0.12945027880879229,0.09526043074447879,0.07252138491943627
7,0.4700000011681469,0.5348000540558875,0.3371428734520386,0.3657142925743808,0.43999995409015935,0.14833333856774084,0.02999998629368156,0.1587500002031702,0.457777689637064,0.3200000000564788,0.26181471046078875,0.1556189070471478,0.14313968980663763,0.21631011879307818,0.18262845259134458,0.1350095094303732,0.12864175815991308,0.11965728821387955,0.23103270195598552,0.14153458308720424,0.1091256763070483,0.07384439758407824
8,0.3437500795519447,0.5299999989059745,0.3371428734520386,0.3657142925743808,0.43999995409015935,0.14833333856774084,0.02999998629368156,0.3353333309363258,0.4199999524563255,0.3200000000027954,0.26999998723015856,0.19670967731217062,0.1749672989162297,0.23999996712271413,0.21512737702204376,0.17827964805686358,0.17002622331020248,0.16002222227875224,0.22937063869681967,0.15959604819461407,0.14999999988977314,0.1115908674961558
9,0.14992866398538748,0.7700000648361419,0.5068187201870817,0.45636362486155624,0.17999977728156927,0.16307692594387538,0.16000003051474826,0.16714285087395866,0.4199999524563255,0.29999999762670576,0.25000002454588016,0.170000001111094,0.1926318502357012,0.22999987261934687,0.21278098784686753,0.18267406079719514,0.18000000782362985,0.18690446854125367,0.25201258831774526,0.20520725228288364,0.1982334396079486,0.16106262840459082
10,0.10999999999930282,0.6000000967428277,0.4514285507869655,0.4799999188344686,0.33999995718534987,0.030000000022488246,0.030000000256367315,0.08999999998207586,0.8315384619188784,0.24999999367896442,0.1299999999346978,0.03999999990188664,0.06999999982307419,0.09009225857825015,0.07987032689374032,0.06000000040937424,0.05694702555327517,0.05000000305500586,0.060000002235699845,0.0568696677347074,0.06000000003086127,0.0400000435297159
11,0.21000000023758464,0.5400007178149683,0.3718181937338859,0.23499999995870163,0.09250005855008646,0.040000007065846485,0.05000000000909198,0.09999985526411635,0.820000016156891,0.20731917733243765,0.11101146079493474,0.04999993304087934,0.07000000011904359,0.09000000001695185,0.07000000011389426,0.06999998764580805,0.052941498954757145,0.05002699416217478,0.06479939182638422,0.06436112470549926,0.06999999654833333,0.05000000000877022
12,0.21000000023758464,0.4212500058982012,0.23200000760526146,0.06000000007692843,0.2157142877209556,0.050000008065016054,0.04000000003108761,0.09999985526411635,0.8428571380885759,0.19555070586794776,0.13000000084801383,0.05999999980207399,0.07999587244189127,0.09574315619421966,0.08000000050724106,0.07000000163926372,0.07000001776419715,0.06350311300553006,0.06270243143835193,0.07000000000257638,0.07000137206810572,0.057155645678286834
13,0.1799999337907878,0.4212500058982012,0.11000000007606374,0.13937560518426054,0.20999999990010232,0.050000008065016054,0.04000000003108761,0.09000017160129098,0.8428571380885759,0.18000000276973735,0.1270172482924759,0.05398634547930246,0.07135818785335449,0.09000000043081746,0.08000000041604773,0.07000000000756287,0.06199152177208781,0.060000008569976115,0.060000007361680874,0.06999999999471274,0.07000000001141533,0.051691720105874986
14,0.1300000004575733,0.4212500058982012,0.16000000254775937,0.13000093178284663,0.10250000760424008,0.03600000036818697,0.04533338948384592,4.4987491724716134e-10,0.8428571380885759,0.13001394143726472,0.08414904604067838,0.029986595400707913,0.04999816695403109,0.06000448873137173,0.05000000000082898,0.04000000002586572,0.039999981888812354,0.039999999996905095,0.049440699283991266,0.04999998055146258,0.03999999960137054,0.03000000014871283
15,0.14999999998194039,0.4212500058982012,0.010000000008975274,0.14994398366845935,0.22000000076123422,0.029999999599405795,9.008041938709057e-11,2.4610816847472983e-10,0.6199552392838659,0.09000000099470082,0.04000000022441008,0.01999941000135027,0.01446136159420765,0.0300000008538263,0.020000000372718627,0.010000000846876701,0.010000001596682585,0.010000101989463536,0.030000000107060974,0.022204955959762837,0.010000000171211956,9.659995578345444e-10
16,0.16222140355507428,0.4699999996648697,0.043124818467883234,0.1553845383229771,0.023750083754954517,7.319651013893292e-11,0.020000001127723054,7.126738819310099e-09,0.8276923052829501,0.11149455378264812,0.04999998581632641,1.4662545772222912e-10,0.01999997022599669,0.026181398998733542,0.019999993036305744,1.496620396861895e-07,0.006305588138230994,0.0006297616531739507,1.3512059273056924e-08,0.0200000000542623,0.010142385726613265,1.068877227178417e-09
17,0.10000005092898745,0.367143424680862,0.043124818467883234,0.1553845383229771,0.22000000076123422,7.319651013893292e-11,0.020000001127723054,1.7889766776722656e-11,0.6276190475369586,0.08999960489578251,0.030000000129737702,2.515384423690575e-12,1.4818736134965426e-10,0.019999995967483048,3.358670585297693e-10,1.7419240899803817e-12,8.089975356603124e-09,6.406011536527766e-11,1.263851581955938e-09,0.01585289985298957,2.2680379799757802e-09,1.7596173450624582e-12
18,0.07999917954499111,0.2399999909869954,0.043124818467883234,0.1553845383229771,0.10666527516019347,0.029999995924002505,0.020000001127723054,0.015555551822883628,0.6500000208324828,0.0900000000153078,0.050000000028305396,0.029999997426918206,0.029999999999848304,0.030000000268848512,0.030000000002154897,0.02999999999876916,0.030000000000135335,0.030000000427151195,0.030000001513402687,0.03000000124869406,0.03000000001075965,0.029999986252882135
19,0.07999917954499111,0.2399999909869954,0.043124818467883234,0.1553845383229771,0.09846154188029882,9.326293280629312e-11,1.966526245917588e-11,1.7889766776722656e-11,0.4700000220681447,0.06000000188850534,0.019997564048382956,3.999058372261723e-09,8.682926497136893e-10,0.00038873902321126194,4.877447898702359e-10,5.521591661084929e-10,2.5981082590681e-10,7.842303722607393e-10,3.212712978943378e-10,1.9725711215622174e-09,4.916801038505069e-10,8.173842116651922e-12
20,0.07999917954499111,0.2399999909869954,0.060000000024579773,0.1799999982246499,0.20999999222966015,0.024285639739524603,0.020000000105588372,1.6672976147970302e-09,0.4700000220681447,0.09964940183529751,0.06000000001477449,0.020000000475658024,0.030000016333620882,0.03999999999764126,0.030799230700448727,0.02999985929060987,0.03000000299939621,0.03000000844585167,0.02999999998729013,0.030610125684260598,0.03000000009818584,0.020000004685133587
21,0.05000006435956815,0.28999999270723265,0.08000000000652144,0.24384615400767073,0.20999999222966015,3.0554942344359974e-09,6.065954376322115e-10,2.3228850101327575e-10,0.34999999993223774,0.08993761649335032,0.01999996890451104,1.623051396910256e-10,8.809390478050144e-10,5.069911632244e-10,2.1974614789758048e-11,4.362446129505249e-11,3.0561590013272134e-09,1.204031679203952e-09,3.852135502153888e-11,5.233989928723259e-10,3.962406451720748e-11,1.733299488202215e-10
22,0.020000000130193877,0.25000000020420654,0.04999999452354504,0.17285714281428202,0.31222225916500923,2.0497685294646788e-10,1.112777791870962e-10,6.092249257680157e-11,0.06799998803147231,0.038342770487738216,0.010000000508611355,5.381277254612518e-12,5.309371251791112e-10,4.029654641975991e-10,5.958662517199587e-10,5.04344394980231e-11,7.495709509715979e-10,8.494652753591111e-10,1.1967868495175384e-11,1.902601219269357e-12,6.850854754108469e-10,1.1235401931225885e-09
23,0.029999999643992102,0.18749991050703615,0.010000009659309661,0.03000314644973468,0.18428571433499064,2.0497685294646788e-10,1.112777791870962e-10,0.0,0.06799998803147231,0.010000000547645424,6.737084797547724e-10,1.3513189032091796e-08,8.722541382910833e-12,1.6860546370633032e-11,5.076388445432038e-10,1.1083510824432723e-08,2.1799370336589255e-11,3.492272461788357e-09,3.008653801683752e-11,3.2656333317906303e-09,1.3041935439658309e-11,1.9250430561218847e-11
24,0.029999999643992102,0.18749991050703615,0.010000009659309661,0.03000314644973468,0.0300000008923402,0.0037500140874790824,6.169288143737276e-11,0.0,0.029999999869813335,0.013798304054741034,3.714251431379573e-10,3.876895831244801e-10,4.2667160595817764e-11,4.741648216992712e-10,3.2858494548655355e-10,1.3914316109124773e-08,2.8350970874876042e-11,2.8075420333280207e-11,1.5067437075383294e-10,1.1702360346217428e-09,3.440137337557509e-11,3.0943211522655386e-12
25,0.029999999643992102,0.28999999270723265,4.0185506815495364e-10,0.0100000000794431,0.01999999988652659,1.7536286532028552e-10,3.1035912311249283e-10,2.3228850101327575e-10,0.04000001188950928,0.012536872031608007,0.003010261540604217,3.854968210507798e-10,4.5805117081670367e-10,7.650736888341859e-10,6.283410838806572e-10,6.365821926418415e-10,2.7009446611019238e-11,2.800530771957256e-09,4.050489048430234e-11,7.440772675004804e-10,9.363158549226691e-11,4.7250704984807954e-11
26,0.05550000697886842,0.28999999270723265,6.173950151004154e-10,1.0746883819172905e-10,1.2409579396186848e-10,5.052156079792351e-11,3.1035912311249283e-10,2.3228850101327575e-10,6.837676056078148e-11,4.997283245866291e-10,3.9772251352137276e-10,7.507808291025574e-11,4.900961619163869e-10,9.909187204087589e-09,4.622859913023212e-10,3.6800364078657024e-10,2.647984088027548e-11,1.0514878891915906e-11,8.391239384196244e-12,3.7510107742243524e-09,1.188931442874842e-09,7.077550131658766e-11
27,0.029999999643992102,0.28999999270723265,3.407347605890304e-10,5.234448896112355e-10,1.2409579396186848e-10,1.526987424997951e-10,3.304056475411938e-11,2.3228850101327575e-10,0.04090913848121523,0.009999989310227823,3.946477719752705e-09,1.477876122147288e-11,5.815856686007469e-10,4.02484784394923e-09,5.681453337851967e-10,1.4974951759120398e-09,4.4260388525757405e-10,4.8360363453236885e-09,7.64640902415758e-11,3.800284877926719e-10,8.29949660459662e-11,3.690549032613291e-11
28,0.05550000697886842,0.28999999270723265,2.0578228645144835e-09,1.9872370121907258e-11,7.1496022734755124e-12,1.526987424997951e-10,3.304056475411938e-11,2.3228850101327575e-10,0.06999995209959957,0.009166455799695283,1.0920050247109015e-09,4.9122285014956414e-09,5.197530585887509e-10,1.3759793027582704e-08,2.044478081945278e-09,4.03185963849739e-10,5.001598821007891e-09,7.877042171980198e-10,6.481239172777235e-10,5.56457271304506e-10,4.729515160981951e-10,4.202560476001037e-11
