,Model-0,Model-1,Model-2,Model-3,Model-4,Model-5,Model-6,Model-7,Model-8,Ave,Insample,SalvaBench,CRPS,DF_0.1,CRPS-LR,CRPS-MLP,SalvaBench-LR,SalvaBench-MLP,DF-LR_1
0,0.006086964404927859,0.09599997539257678,1.6501207939606984e-10,3.812402209490396e-11,1.936926894240895e-09,0.0500000078386401,0.059999999696819906,0.020000000737649466,5.989379226723549e-11,4.249477704492559e-10,0.02554250376841569,0.04999999992871686,0.05000000000427379,0.04999999961706998,0.050000000002614176,0.050000000109567705,0.0500000000862777,0.05000000014354676,0.05000000095246455
1,0.030000012005885104,0.07000283342622503,0.05000000499220302,0.08818181846408087,0.1300000301057803,0.12999997094347254,0.1300000000053149,0.0010000245368276017,2.762246071341192e-09,0.05237096608587583,0.07836805891693073,0.11309320326420737,0.10526892450950574,0.10000322637472167,0.11810346236741993,0.11000001046131334,0.12332478128866481,0.12999999935854203,0.11000001469950552
2,0.030000028023757418,0.07000283342622503,0.07000000198461587,0.09999999257457004,0.16000000027867875,0.16999986222153649,0.20000000595087827,0.0010000245368276017,0.04000000001641985,0.08895407675777092,0.11543264415661514,0.1600000036607189,0.15924611968206193,0.156827734067891,0.1600000004956682,0.16000000027214686,0.16000000295390243,0.16999999980804345,0.16000000008816181
3,0.0900000058586568,0.18444457488984028,0.13999995776937507,0.2049998543469887,0.3000000004704498,0.16999986222153649,0.20000000595087827,0.06375003341866077,0.05999999527555376,0.14999999998020083,0.159245035278166,0.16000000001225725,0.16000000004442214,0.16000000001072437,0.16000000132192851,0.16000000088755073,0.1699999615900837,0.16999999992695794,0.16000000091117655
4,0.11000000031375017,0.36999986240509786,0.2799999987173196,0.35133389493899564,0.36624999994693064,0.16999986222153649,0.20000000595087827,0.06375003341866077,0.09571228963504191,0.19653943829443857,0.17433199617124295,0.1600000034790705,0.1600012981215192,0.16107647149456283,0.1668406238645693,0.16000000001658846,0.1699999992484189,0.16999999997802115,0.16000000001546483
5,0.23000000026676878,0.4099975549869883,0.2754546878196004,0.347333295382378,0.22600026704497964,0.22000000126086341,0.1800000000148635,0.21588235302471487,0.15666671520950143,0.25898861111905325,0.2300395458472033,0.22000000008499387,0.21999999999196126,0.2200000000106087,0.2199999999992302,0.22000000000295977,0.2413947843922192,0.22000000000718245,0.22000000061769204
6,0.4700000011681469,0.4099975549869883,0.2100000015003525,0.347333295382378,0.43999995409015935,0.14833333856774084,0.02999998629368156,0.15875000020317018,0.33416666637413184,0.2896754591840157,0.2360430420745961,0.1523665703324976,0.1259109945917099,0.14575820211927376,0.10132521463115741,0.12066893560272401,0.20819665178134983,0.09297337393294472,0.12142568793985566
7,0.4700000011681469,0.5348000540558875,0.3371428734520386,0.3657142925743808,0.43999995409015935,0.14833333856774084,0.02999998629368156,0.15875000020317018,0.457777689637064,0.3200000000564788,0.26181471046078875,0.15561891335742098,0.13469053083445862,0.16001028132136197,0.11678770385085323,0.1303149994341793,0.2356740869249922,0.09641957744609952,0.13181047420209113
8,0.3437500795519447,0.5299999989059745,0.3371428734520386,0.3657142925743808,0.43999995409015935,0.14833333856774084,0.02999998629368156,0.3353333309363258,0.4199999524563255,0.3200000000027954,0.26999998723015856,0.1967096766186209,0.16868508530142673,0.19161740516518436,0.1541049791070504,0.17396164423199603,0.2296359405627932,0.10207225257303969,0.17500388404517994
9,0.14992866398538748,0.7700000648361419,0.5068187201870817,0.45636362486155624,0.1799997772815693,0.1630769259438754,0.16000003051474823,0.16714285087395864,0.4199999524563255,0.29999999762670576,0.2500000245458801,0.170000080697118,0.1874730592658558,0.20008015638141188,0.2055297063192521,0.18826732913794528,0.24503949593912605,0.17209670262988558,0.19200199595367004
10,0.10999999999930282,0.6000000967428277,0.4514285507869655,0.4799999188344686,0.33999995718534987,0.030000000022488246,0.030000000256367315,0.08999999998207586,0.8315384619188784,0.24999999367896442,0.1299999999346978,0.04000000230980764,0.060000596458394256,0.06999999993347061,0.060000000342704106,0.050915963122311086,0.06000000002311766,0.036681510957350234,0.060000005254928816
11,0.21000000023758464,0.5400007178149683,0.37181819373388597,0.23499999995870166,0.09250005855008644,0.040000007065846485,0.05000000000909198,0.09999985526411635,0.820000016156891,0.2073191773324376,0.1110114607949347,0.04999992526030707,0.07000000001408518,0.07000000017727633,0.06726500533177406,0.05015593684564643,0.06373431901548296,0.04485022650638137,0.064058117660408
12,0.21000000023758464,0.4212500058982012,0.23200000760526146,0.06000000007692843,0.2157142877209556,0.050000008065016054,0.04000000003108761,0.09999985526411635,0.8428571380885759,0.1955507058679478,0.13000000084801386,0.05999984122845618,0.07033103204299616,0.07999999470364522,0.06999999999539622,0.06357076639323014,0.06549442265489859,0.050000008402986636,0.07000000000848355
13,0.1799999337907878,0.4212500058982012,0.11000000007606374,0.13937560518426054,0.20999999990010232,0.050000008065016054,0.04000000003108761,0.09000017160129097,0.8428571380885759,0.18000000276973738,0.12701724829247588,0.05398636870215713,0.07000000159277255,0.07797300983235507,0.06000018750087391,0.0600000025804102,0.060019916232338315,0.05000000080484532,0.06237137590419891
14,0.1300000004575733,0.4212500058982012,0.1600000025477594,0.13000093178284663,0.10250000760424008,0.03600000036818697,0.045333389483845916,4.4987491724716134e-10,0.8428571380885759,0.13001394143726475,0.08414904604067838,0.029995972359595304,0.04102416350392705,0.04999999994375319,0.04000000000146779,0.03999998794213788,0.049998437104668156,0.04000000165322343,0.03999998717450113
15,0.14999999998194039,0.4212500058982012,0.010000000008975274,0.14994398366845937,0.22000000076123422,0.029999999599405795,9.008041938709057e-11,2.4610816847472983e-10,0.6199552392838659,0.09000000099470082,0.04000000022441008,0.019999992213128766,0.010000006118268836,0.020000015595737382,0.009999986413254764,0.010000063646334812,0.030000000001815914,0.02000000393004245,0.010000000398144441
16,0.16222140355507428,0.4699999996648697,0.04312481846788325,0.15538453832297708,0.02375008375495452,7.319651013893292e-11,0.020000001127723054,7.126738819360074e-09,0.82769230528295,0.11149455378264812,0.04999998581632642,8.364975078623449e-11,0.012215646004175552,0.018946210935872197,0.007019469055343097,0.01000002908962264,4.019646995725126e-10,2.991984016556966e-11,3.4124019380919833e-10
17,0.10000005092898745,0.367143424680862,0.04312481846788325,0.15538453832297708,0.22000000076123422,7.319651013893292e-11,0.020000001127723054,1.7889766776722656e-11,0.6276190475369585,0.08999960489578251,0.030000000129737702,8.384693741143866e-12,3.0765417849549484e-08,7.672671724500966e-10,9.90520129314288e-10,7.085532751704615e-10,7.158402537178335e-10,1.5971136385232115e-09,1.3137589525196016e-09
18,0.07999917954499111,0.2399999909869954,0.04312481846788325,0.15538453832297708,0.10666527516019347,0.029999995924002505,0.020000001127723054,0.0155555518228836,0.6500000208324828,0.0900000000153078,0.050000000028305396,0.029999999997709668,0.029999999980996155,0.030000000004146543,0.029999999702493063,0.029999999972095216,0.03000000032873978,0.02999999999453289,0.030000000003784222
19,0.07999917954499111,0.2399999909869954,0.04312481846788325,0.15538453832297708,0.09846154188029879,9.326293280629312e-11,1.966526245917588e-11,1.7889766776722656e-11,0.47000002206814473,0.06000000188850534,0.019997564048382956,2.8535166667219185e-10,1.0567156108262485e-09,6.706318862964495e-10,6.080697997488021e-10,7.071096911334264e-09,2.301771616676123e-09,1.0123257111846621e-10,9.690278276372218e-10
20,0.07999917954499111,0.2399999909869954,0.060000000024579773,0.1799999982246499,0.20999999222966015,0.024285639739524585,0.020000000105588372,1.6672976147970302e-09,0.47000002206814473,0.09964940183529751,0.06000000001477449,0.020000000636444117,0.029999999420740178,0.030000009732640758,0.02999993895689341,0.028174109057904344,0.02999999999428759,0.02386048425431445,0.029999998162575408
