,Target,risk_aversion,knn,cart,cart_date,rf,Ave,Insample,SalvaBench,CRPS,DF_0,DF_0.1,DF_1
0,3,0.01,[1.55 2.39 2.94 3.35 3.47 3.43 3.12 2.76 1.88],[1.49 2.48 3.21 3.62 3.81 3.71 3.33 2.65 1.61],[1.96 2.94 3.4  3.59 3.59 3.35 2.91 2.37 1.63],[1.34 2.11 2.61 2.91 3.01 2.91 2.61 2.16 1.42],[1.37 2.09 2.56 2.83 2.97 2.95 2.72 2.21 1.44],[1.37 2.08 2.55 2.83 2.96 2.94 2.71 2.21 1.44],[1.33 2.05 2.52 2.78 2.89 2.83 2.57 2.12 1.41],[1.32 2.07 2.58 2.87 2.98 2.9  2.6  2.1  1.4 ],[1.33 2.05 2.51 2.79 2.9  2.84 2.59 2.13 1.41],[1.33 2.05 2.54 2.8  2.91 2.87 2.6  2.12 1.41],[1.33 2.07 2.58 2.89 3.   2.92 2.62 2.12 1.4 ]
1,3,0.01,[1.55 2.39 2.94 3.35 3.47 3.43 3.12 2.76 1.88],[1.49 2.48 3.21 3.62 3.81 3.71 3.33 2.65 1.61],[1.96 2.94 3.4  3.59 3.59 3.35 2.91 2.37 1.63],[1.34 2.11 2.61 2.91 3.01 2.91 2.61 2.16 1.42],[1.37 2.09 2.56 2.83 2.97 2.95 2.72 2.21 1.44],[1.37 2.08 2.56 2.83 2.96 2.94 2.71 2.21 1.44],[1.34 2.06 2.54 2.81 2.92 2.87 2.62 2.12 1.41],[1.32 2.07 2.58 2.87 2.98 2.9  2.6  2.1  1.4 ],[1.33 2.07 2.58 2.9  3.   2.92 2.63 2.13 1.4 ],[1.33 2.07 2.57 2.87 2.98 2.91 2.62 2.12 1.4 ],[1.33 2.07 2.58 2.89 2.99 2.91 2.62 2.12 1.4 ]
2,3,0.01,[1.55 2.39 2.94 3.35 3.47 3.43 3.12 2.76 1.88],[1.49 2.48 3.21 3.62 3.81 3.71 3.33 2.65 1.61],[1.96 2.94 3.4  3.59 3.59 3.35 2.91 2.37 1.63],[1.34 2.11 2.61 2.91 3.01 2.91 2.61 2.16 1.42],[1.37 2.09 2.56 2.83 2.97 2.95 2.72 2.21 1.44],[1.37 2.08 2.56 2.83 2.96 2.93 2.71 2.21 1.44],[1.33 2.08 2.59 2.91 3.01 2.92 2.62 2.12 1.4 ],[1.32 2.07 2.58 2.87 2.98 2.9  2.6  2.1  1.4 ],[1.34 2.06 2.56 2.86 2.97 2.9  2.64 2.14 1.41],[1.34 2.08 2.6  2.92 3.03 2.93 2.65 2.15 1.41],[1.34 2.06 2.56 2.85 2.96 2.9  2.63 2.13 1.41]
3,3,0.01,[1.55 2.39 2.94 3.35 3.47 3.43 3.12 2.76 1.88],[1.49 2.48 3.21 3.62 3.81 3.71 3.33 2.65 1.61],[1.96 2.94 3.4  3.59 3.59 3.35 2.91 2.37 1.63],[1.34 2.11 2.61 2.91 3.01 2.91 2.61 2.16 1.42],[1.37 2.09 2.56 2.83 2.97 2.95 2.72 2.21 1.44],[1.37 2.08 2.56 2.83 2.96 2.93 2.71 2.2  1.43],[1.32 2.1  2.62 2.97 3.06 2.94 2.63 2.12 1.39],[1.32 2.07 2.58 2.87 2.98 2.9  2.6  2.1  1.4 ],[1.33 2.06 2.58 2.87 2.98 2.91 2.63 2.13 1.4 ],[1.33 2.06 2.56 2.84 2.95 2.89 2.62 2.13 1.41],[1.33 2.06 2.57 2.87 2.97 2.91 2.62 2.13 1.4 ]
4,3,0.01,[1.55 2.39 2.94 3.35 3.47 3.43 3.12 2.76 1.88],[1.49 2.48 3.21 3.62 3.81 3.71 3.33 2.65 1.61],[1.96 2.94 3.4  3.59 3.59 3.35 2.91 2.37 1.63],[1.34 2.11 2.61 2.91 3.01 2.91 2.61 2.16 1.42],[1.37 2.09 2.56 2.83 2.97 2.95 2.72 2.21 1.44],[1.37 2.08 2.56 2.83 2.96 2.93 2.71 2.2  1.43],[1.33 2.1  2.62 2.97 3.06 2.93 2.63 2.11 1.39],[1.32 2.07 2.58 2.87 2.98 2.9  2.6  2.1  1.4 ],[1.35 2.09 2.62 2.93 3.03 2.94 2.68 2.17 1.41],[1.35 2.07 2.57 2.87 2.97 2.91 2.66 2.15 1.41],[1.34 2.05 2.54 2.82 2.92 2.89 2.63 2.13 1.41]
